timestamp,temperature,rainfall,humidity,wind_speed
23-01-2024 11:00,24.18,0.05,38.88,8.51
23-01-2024 12:00,26.39,0,42.1,6.21
23-01-2024 13:00,23.54,0,39.83,7.18
23-01-2024 14:00,26.12,0,42.3,6.01
23-01-2024 15:00,27.57,0,35.15,9.3
23-01-2024 16:00,21.79,0.08,40.75,9.72
23-01-2024 17:00,24.39,0.04,32.98,7.53
23-01-2024 18:00,26.53,0,39.65,8.08
23-01-2024 19:00,25.45,0,35.84,5.1
23-01-2024 20:00,26.39,0.74,36.83,7.4
23-01-2024 21:00,25.01,0,46.85,7.9
23-01-2024 22:00,26.12,0.08,46.28,13.24
23-01-2024 23:00,25.84,0,44.02,5.78
24-01-2024 00:00,27.9,0,35.67,10.93
24-01-2024 01:00,26.61,0,39.71,9.99
24-01-2024 02:00,26.8,0,47.51,8.56
24-01-2024 03:00,25.75,0.51,42.31,11.52
24-01-2024 04:00,25.71,0,53.36,8.74
24-01-2024 05:00,25.86,0,43.89,8.78
24-01-2024 06:00,27.17,0,43.04,7.89
24-01-2024 07:00,26.01,0,40.7,10.45
24-01-2024 08:00,27.15,0,43.07,10.19
24-01-2024 09:00,29.89,0,41.81,6.75
24-01-2024 10:00,28.14,0.13,46.27,5.36
24-01-2024 11:00,26.41,0,47.68,7.59
24-01-2024 12:00,28.76,0,39.13,6.4
24-01-2024 13:00,26.4,0.31,36.57,7.87
24-01-2024 14:00,24.01,0,34.21,10.47
24-01-2024 15:00,25.61,0.47,46.09,7.09
24-01-2024 16:00,24.37,0,38.2,7.91
24-01-2024 17:00,26.7,0.29,33.12,8.12
24-01-2024 18:00,27.31,0.03,45.99,9.7
24-01-2024 19:00,29.84,0.2,56.68,3.51
24-01-2024 20:00,27.86,0.68,44.35,6.79
24-01-2024 21:00,27.09,0,48.74,8.42
24-01-2024 22:00,28.7,0.5,45.13,10.4
24-01-2024 23:00,24.19,0,44.4,7.02
25-01-2024 00:00,27.9,0,49.65,4.25
25-01-2024 01:00,28.74,0,43.78,9.24
25-01-2024 02:00,25.4,0.01,46.74,6.73
25-01-2024 03:00,29.37,0,47.18,5.62
25-01-2024 04:00,28.19,0.01,42.4,6.75
25-01-2024 05:00,27.09,0.01,50.87,7.63
25-01-2024 06:00,28.7,0.14,45.21,6.79
25-01-2024 07:00,31.18,0.21,42.47,3.59
25-01-2024 08:00,28.08,0,49.11,9.79
25-01-2024 09:00,28.2,0,42.1,10.55
25-01-2024 10:00,27.16,0,46.91,9.3
25-01-2024 11:00,26.6,0,46.9,5.72
25-01-2024 12:00,29.14,0,52.54,7.6
25-01-2024 13:00,26.63,0,49.66,7.99
25-01-2024 14:00,28.04,0,47.34,9.2
25-01-2024 15:00,27.23,0.53,51.72,9.34
25-01-2024 16:00,28.67,0.01,54.76,6.53
25-01-2024 17:00,28.47,0,50.77,8.16
25-01-2024 18:00,29.53,0.02,48.21,8.91
25-01-2024 19:00,27.22,0,41.77,10.91
25-01-2024 20:00,27.59,0,43.18,9.41
25-01-2024 21:00,26.53,0.05,47.15,9.58
25-01-2024 22:00,27.33,0,45.81,8.17
25-01-2024 23:00,28.57,0,48.09,10.82
26-01-2024 00:00,29.13,0.87,49.49,8.82
26-01-2024 01:00,26.61,0.27,52.03,6.28
26-01-2024 02:00,29.3,0.05,49.2,10.81
26-01-2024 03:00,30.02,0.02,52.16,9.4
26-01-2024 04:00,28.6,0.04,50.22,7.11
26-01-2024 05:00,30.79,0,40.2,7.04
26-01-2024 06:00,26.8,0,45.55,8.59
26-01-2024 07:00,26.08,0,49.7,8.93
26-01-2024 08:00,25.26,0,44.55,8.39
26-01-2024 09:00,30.16,0.01,53.77,8.62
26-01-2024 10:00,28.88,0,58.6,11.4
26-01-2024 11:00,27.8,0.52,57.22,10.14
26-01-2024 12:00,28.28,0.33,50.23,8.38
26-01-2024 13:00,26.15,0.11,58.93,9.88
26-01-2024 14:00,31.48,0,52.39,5.93
26-01-2024 15:00,27.98,0.26,50.14,8.8
26-01-2024 16:00,27.92,0,48.93,11.62
26-01-2024 17:00,28.82,0.16,50.66,7.56
26-01-2024 18:00,28.42,0,50.4,6.3
26-01-2024 19:00,28,0.17,53.37,6.7
26-01-2024 20:00,26.44,0,53.49,5.82
26-01-2024 21:00,28.3,0.27,52.88,6.43
26-01-2024 22:00,30.38,0.43,55.22,7.26
26-01-2024 23:00,29.53,0,59.16,5.19
27-01-2024 00:00,29.86,0,58.13,8.03
27-01-2024 01:00,26.67,0.64,46.13,9.8
27-01-2024 02:00,25.9,0,40.95,6.18
27-01-2024 03:00,27.15,0.25,58.57,11.04
27-01-2024 04:00,27.38,0.03,47.23,9.02
27-01-2024 05:00,28.89,0,53.11,10.06
27-01-2024 06:00,24.66,0,48.56,6.68
27-01-2024 07:00,29.44,0,45.57,9.71
27-01-2024 08:00,26.85,0.14,57.46,5.82
27-01-2024 09:00,26.39,0,58.71,9.78
27-01-2024 10:00,25.46,0,52.2,8.34
27-01-2024 11:00,24.43,0,42.3,9.11
27-01-2024 12:00,28.09,0.02,52.69,5.65
27-01-2024 13:00,26.91,0.25,57.55,6.21
27-01-2024 14:00,24.8,0.64,48.37,9.19
27-01-2024 15:00,24.72,0,56.84,6.1
27-01-2024 16:00,26.1,0.2,56.02,8.93
27-01-2024 17:00,29.04,0.14,59.16,5.27
27-01-2024 18:00,26.08,0.02,57.02,9.7
27-01-2024 19:00,24.14,0.47,51.73,5.53
27-01-2024 20:00,25.95,0,62.74,9.1
27-01-2024 21:00,25.84,0,56.13,9.25
27-01-2024 22:00,22.13,0.23,56.95,6.61
27-01-2024 23:00,26.02,0,52.58,9.16
28-01-2024 00:00,25.67,0.23,55.19,8.52
28-01-2024 01:00,26.99,0.3,53.15,6.92
28-01-2024 02:00,28.63,0,56.87,5.98
28-01-2024 03:00,27.47,0.28,66.45,4.07
28-01-2024 04:00,25.29,0,51.2,8.7
28-01-2024 05:00,23.95,0,50.15,4.87
28-01-2024 06:00,29.39,0.05,65.73,8.19
28-01-2024 07:00,25.53,0.37,57.49,7.47
28-01-2024 08:00,25.37,0,55.34,9.36
28-01-2024 09:00,25.23,0,64.05,7.4
28-01-2024 10:00,25.47,0.08,55.97,7.34
28-01-2024 11:00,24.86,0.11,68.29,9.46
28-01-2024 12:00,24.13,0.09,62.7,8.67
28-01-2024 13:00,24.07,0,57.03,8.63
28-01-2024 14:00,24.75,0,70.41,8.94
28-01-2024 15:00,23.88,0,56.75,4.93
28-01-2024 16:00,23.53,0.18,63.64,9.51
28-01-2024 17:00,24.66,0,61.57,9.22
28-01-2024 18:00,24.02,0,66.74,5.97
28-01-2024 19:00,26.56,0.48,68.19,7.51
28-01-2024 20:00,20.22,0,60.69,7.92
28-01-2024 21:00,25.73,1.08,56.91,7.73
28-01-2024 22:00,25.86,0.08,63.12,8.67
28-01-2024 23:00,20.77,0.2,57.58,10.86
29-01-2024 00:00,23.26,0,71.18,10.16
29-01-2024 01:00,23.11,0,61.94,5.38
29-01-2024 02:00,21.45,0.12,59.58,9.24
29-01-2024 03:00,22.29,0.21,62.47,10.66
29-01-2024 04:00,21.68,0.12,54.95,8.77
29-01-2024 05:00,25.86,0,56.97,10.18
29-01-2024 06:00,24.52,0.13,67.97,12.02
29-01-2024 07:00,24.91,0.14,58.83,10.05
29-01-2024 08:00,23.97,0.06,57.01,8.5
29-01-2024 09:00,21.08,0.14,65.07,10.09
29-01-2024 10:00,21.88,0.22,68.45,8.29
29-01-2024 11:00,23.28,0.04,66.25,8.05
29-01-2024 12:00,20.6,0,67.77,7.3
29-01-2024 13:00,23.38,0,59.14,11.13
29-01-2024 14:00,21.83,0,55.95,6.36
29-01-2024 15:00,21.51,0,70.7,11.06
29-01-2024 16:00,23.02,0,61.71,9
29-01-2024 17:00,22.5,0,62.2,5.2
29-01-2024 18:00,21.17,0,70.22,8.74
29-01-2024 19:00,23.33,0,66.49,3.8
29-01-2024 20:00,19.84,0.18,66.12,9.25
29-01-2024 21:00,22.27,0.44,74.79,9.77
29-01-2024 22:00,22.11,0,60.87,6.82
29-01-2024 23:00,20.63,0.47,68.85,8.25
30-01-2024 00:00,21.46,0,64.62,11.91
30-01-2024 01:00,18.97,0,65.8,6.99
30-01-2024 02:00,22.1,0,72.22,5.88
30-01-2024 03:00,20.31,0,67.23,10.96
30-01-2024 04:00,19.68,0.17,67.5,11.93
30-01-2024 05:00,21.91,0.1,70.29,8.01
30-01-2024 06:00,19.15,0,63.22,10.02
30-01-2024 07:00,17.97,0,60.96,10.68
30-01-2024 08:00,17.62,0,60.05,6.52
30-01-2024 09:00,20.73,0,55.55,7.03
30-01-2024 10:00,17.78,0,75.78,10.46
30-01-2024 11:00,22.2,0,60.09,11.37
30-01-2024 12:00,16.31,0.18,64.61,9.13
30-01-2024 13:00,21.85,0.38,64.44,6.24
30-01-2024 14:00,19.49,0,67.47,11.97
30-01-2024 15:00,18.9,0.32,70.11,6.94
30-01-2024 16:00,18.1,0,70.44,7.33
30-01-2024 17:00,19.38,0,63.32,8.68
30-01-2024 18:00,18.6,0,65.51,11.11
30-01-2024 19:00,20.18,0.05,67.85,9.71
30-01-2024 20:00,18.56,0.62,65.3,8.83
30-01-2024 21:00,18.49,0.04,74.67,8.93
30-01-2024 22:00,17.59,0,69.19,8.09
30-01-2024 23:00,17.91,0.06,70.5,9.12
